-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488575,0.00109432,0,0,0,-0.0223925,0.999749
-0.0488335,0.00109324,0,0,0,-0.0223925,0.999749
-0.0471341,0.00101702,0,0,0,-0.0224245,0.999749
-0.0438315,0.000868164,0,0,0,-0.0225099,0.999747
-0.0438315,0.000868164,0,0,0,-0.0225099,0.999747
-0.0403848,0.000713062,0,0,0,-0.0224459,0.999748
-0.0387635,0.000640087,0,0,0,-0.0225312,0.999746
-0.0371723,0.000568242,0,0,0,-0.0225845,0.999745
-0.0338157,0.000416131,0,0,0,-0.0226592,0.999743
-0.0319963,0.000333907,0,0,0,-0.0224992,0.999747
-0.0285315,0.000179257,0,0,0,-0.0221045,0.999756
-0.0214035,-0.00013182,0,0,0,-0.0214752,0.999769
-0.0160527,-0.000359129,0,0,0,-0.0210592,0.999778
-0.014263,-0.000434327,0,0,0,-0.0209312,0.999781
-0.0085878,-0.000671996,0,0,0,-0.0207499,0.999785
-0.00661196,-0.000754109,0,0,0,-0.0207819,0.999784
-0.00260022,-0.000921218,0,0,0,-0.0208032,0.999784
0.00557338,-0.00126189,0,0,0,-0.0208565,0.999782
0.0117592,-0.00151938,0,0,0,-0.0207499,0.999785
0.0138491,-0.00160621,0,0,0,-0.0207712,0.999784
0.0199929,-0.00186123,0,0,0,-0.0206539,0.999787
0.0219988,-0.00194393,0,0,0,-0.0205472,0.999789
0.0240407,-0.00202772,0,0,0,-0.0204619,0.999791
0.0261007,-0.00211223,0,0,0,-0.0205365,0.999789
0.0281186,-0.00219508,0,0,0,-0.0204939,0.99979
0.0405144,-0.00270529,0,0,0,-0.0207285,0.999785
0.0445622,-0.00287325,0,0,0,-0.0208139,0.999783
0.0445622,-0.00287325,0,0,0,-0.0208139,0.999783
